id,year,state_name,state_code,district_name,district_code,registration_circles,murder_with_rape_gang_rape,dowry_deaths,abetment_to_suicide_of_women,miscarriage,acid_attack,attempt_to_acid_attack,cruelty_by_husband_or_his_relatives,kidnapping_and_abduction,kidnapping_abduction_in_order_to_murder,kidnapping_for_ransom,kidnp_and_abductn_of_women_above_18_for_marrg,kidnp_and_abductn_of_girls_below_18_for_marrg,procuration_of_minor_girls,importation_of_girls_from_foreign,kidnapping_and_abduction_of_women_others,human_trafficking,selling_of_minor_girls,buying_of_minor_girls,rape_women_above_18,rape_girls_below_18,attempt_to_commit_rape_above_18,attempt_to_commit_rape_girls_below_18,assault_on_womenabove_18,assault_on_women_below_18,insult_to_the_modesty_of_women_above_18,insult_to_the_modesty_of_women_below_18,dowry_prohibition,procuring_inducing_children_for_the_sake_of_prostitution,detaining_a_prsn_in_premises_where_prost_is_carried,prostitution_in_or_in_the_vicinity_of_public_places,seducing_or_soliciting_for_purpose_of_prostitution,other_sections_under_itp_act,protection_of_women_from_domestic_violence,publshng_or_transmitting_of_sexually_explicit_mtrl,other_women_centric_cyber_crimes,child_rape,sexual_assault_of_children,child_sexual_harassment,use_of_child_for_pornography,offences_of_pocso_act,pocso_act_unnatural_offences,indecent_representation_of_women
1688,2019,Assam,18,Dhubri,285,Dhubri,0,12,0,1,0,0,1230,29,0,,169,0,98,0,151,2,0,0,111,0,98,0,716,0,10,0,5,0,0,0,0,2,0,0,0,105,26,20,0,0,0,0
1689,2019,Assam,18,Dibrugarh,286,Dibrugarh,0,6,0,0,0,0,396,0,0,,194,0,2,0,0,1,0,0,41,0,4,0,81,0,0,0,81,0,0,0,0,0,0,5,12,53,19,3,0,0,0,0
1690,2019,Assam,18,Kamrup Metro,618,Grp,0,0,0,0,0,0,0,0,0,,4,0,0,0,0,13,0,0,1,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,2019,Assam,18,Goalpara,287,Goalpara,0,6,0,0,0,0,394,0,0,,41,0,90,0,80,4,0,0,40,0,19,0,123,0,0,0,0,0,0,0,0,0,0,0,0,21,16,16,0,0,0,0
1692,2019,Assam,18,Golaghat,288,Golaghat,0,5,0,0,0,0,406,55,0,,184,0,8,0,19,4,0,0,34,36,6,0,64,0,0,0,0,0,0,0,0,0,0,0,0,38,14,1,0,0,0,0
1693,2019,Assam,18,Kamrup Metro,618,Guwahati City,1,8,8,0,0,1,878,133,0,,267,0,35,0,38,17,2,0,72,0,11,0,342,0,0,0,42,0,0,0,0,6,0,8,162,51,41,19,0,0,0,0
1694,2019,Assam,18,Hailakandi,289,Hailakandi,0,6,0,0,0,0,436,0,0,,112,0,15,0,0,0,0,0,145,0,23,0,214,0,0,0,0,0,0,0,0,0,0,0,0,25,12,4,0,0,0,0
1695,2019,Assam,18,West Karbi Anglong,710,Hamren,0,0,0,0,0,0,6,0,0,,0,0,0,0,0,3,0,0,6,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1696,2019,Assam,18,Jorhat,290,Jorhat,0,0,0,0,0,0,618,0,0,,147,0,62,0,0,0,0,0,30,0,20,0,191,0,0,0,0,0,0,0,0,0,0,0,0,27,13,8,0,6,0,0
1697,2019,Assam,18,Kamrup,291,Kamrup,5,10,0,0,0,0,553,59,7,,124,0,0,0,167,10,0,0,130,37,17,0,271,0,330,11,13,0,0,0,0,2,0,5,0,65,26,6,1,0,0,0
1698,2019,Assam,18,Karbi Anglong,292,Karbi Anglong,0,0,1,0,0,0,66,0,0,,12,0,6,0,0,0,0,0,19,23,0,0,9,0,0,0,1,0,0,2,0,0,0,0,0,12,6,5,1,0,0,0
1699,2019,Assam,18,Karimganj,293,Karimganj,0,8,0,22,3,0,298,11,5,,71,0,7,0,0,1,0,0,53,0,17,0,105,0,4,0,3,0,0,0,0,0,0,4,0,24,17,0,0,0,0,0
1700,2019,Assam,18,Kokrajhar,294,Kokrajhar,3,3,0,0,0,0,179,0,0,,12,0,100,0,0,0,0,0,36,9,0,0,84,0,0,0,10,0,0,0,0,0,0,5,0,36,8,4,0,0,0,0
1701,2019,Assam,18,Lakhimpur,295,Lakhimpur,0,3,3,0,0,0,558,22,0,,94,0,6,0,3,0,0,0,52,0,10,0,63,0,1,0,11,0,0,0,0,0,0,15,0,24,10,5,0,0,0,0
1702,2019,Assam,18,Marigaon,296,Morigaon,0,0,0,0,0,0,549,62,0,,100,0,151,0,17,11,0,0,69,0,28,0,45,0,0,0,63,0,0,0,0,0,0,0,0,62,10,15,0,0,0,0
1703,2019,Assam,18,Dima Hasao,299,Dima Hasao,0,0,0,0,0,0,10,0,0,,4,0,5,0,1,0,0,0,3,4,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,2,4,1,0,0,0,0
1704,2019,Assam,18,Nagaon,297,Nagaon,0,0,3,0,2,1,972,103,10,,130,0,147,0,216,6,0,0,110,0,23,0,233,0,0,0,81,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0
1705,2019,Assam,18,Nalbari,298,Nalbari,0,1,11,0,0,0,268,0,0,,91,0,21,0,0,0,0,0,46,0,0,0,77,0,15,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0
1706,2019,Assam,18,Kamrup Metro,618,Rpo,0,0,0,0,0,0,10,0,0,,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1707,2019,Assam,18,Kamrup Metro,618,Sou,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1708,2019,Assam,18,Kamrup Metro,618,Stf,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1709,2019,Assam,18,Sivasagar,300,Sibsagar,0,1,0,0,0,0,345,153,0,,232,0,0,0,0,3,0,0,20,103,10,0,131,0,9,0,2,0,0,0,0,0,0,2,11,26,12,9,0,0,0,0
1710,2019,Assam,18,Sonitpur,301,Sonitpur,0,0,0,0,0,0,462,82,0,,165,0,0,0,0,24,0,0,36,45,0,0,50,0,0,0,11,0,0,0,0,0,0,0,0,27,19,0,0,0,0,0
1711,2019,Assam,18,Tinsukia,302,Tinsukia,0,5,9,0,0,1,292,0,0,,126,0,91,0,0,0,0,0,3,0,13,69,107,0,5,0,1,0,0,0,0,0,0,21,0,50,12,7,0,0,0,0
1712,2019,Assam,18,Udalguri,617,Udalguri,5,3,0,0,0,0,83,8,0,,97,0,0,0,16,0,0,0,30,0,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
1713,2019,Assam,18,Tinsukia,302,Sadia,0,0,0,0,0,0,18,0,0,,0,0,0,0,17,3,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0
1714,2019,Assam,18,Majuli,706,Majuli,0,0,0,0,0,0,38,0,0,,8,0,2,0,0,0,0,0,3,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0
1715,2019,Assam,18,Biswanath,705,Biswanath,0,2,1,0,0,0,177,0,0,,21,0,39,0,25,17,0,0,30,0,5,0,71,0,0,0,9,0,0,0,0,0,0,0,0,19,10,0,0,0,0,0
1716,2019,Assam,18,Hojai,709,Hojai,6,5,4,0,0,0,570,54,0,,114,0,40,0,31,3,0,0,52,0,16,0,231,0,9,0,0,0,0,0,0,0,0,8,0,38,13,8,0,0,0,0
1717,2019,Assam,18,South Salmara Mancachar,707,South Salmara,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,48,0,0,19,36,0,0,21,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
1718,2019,Assam,18,Charaideo,708,Charaideo,6,3,6,0,0,0,78,0,0,,18,0,0,0,0,6,0,0,27,0,0,0,32,0,0,0,8,0,0,0,0,0,0,21,0,16,12,0,0,0,0,0
1719,2019,Bihar,10,Araria,188,Araria,1,12,0,0,0,0,60,27,0,,100,0,0,0,19,0,0,0,25,84,0,0,3,0,0,0,90,1,0,0,0,0,0,0,0,55,0,0,0,0,0,0
1720,2019,Bihar,10,Arwal,611,Arwal,0,8,0,0,0,0,9,4,0,,15,0,0,0,0,0,0,0,10,10,1,0,5,0,1,0,17,0,0,0,0,0,0,2,0,0,12,0,0,0,0,1
1721,2019,Bihar,10,Aurangabad,189,Aurangabad,0,27,0,0,0,0,32,17,1,,17,0,0,0,2,0,0,0,15,76,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,13,17,2,0,0,0,0
1722,2019,Bihar,10,Pashchim Champaran,211,Bagaha,0,6,0,0,0,0,27,6,0,,62,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,4,4,0,0,0,0,0
1723,2019,Bihar,10,Banka,190,Banka,0,18,0,0,0,0,32,12,0,,72,0,0,0,10,0,0,0,10,79,0,0,0,0,0,0,75,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0
1724,2019,Bihar,10,Begusarai,191,Begusarai,0,20,0,0,0,0,20,8,0,,7,0,0,0,8,0,0,0,10,115,17,0,12,0,3,0,62,3,0,0,0,0,0,0,0,18,5,0,0,0,0,0
1725,2019,Bihar,10,Pashchim Champaran,211,Bettiah,0,34,0,0,0,0,56,34,0,,25,0,0,0,24,0,0,0,11,112,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,19,0,0,48,0,0,0
1726,2019,Bihar,10,Bhagalpur,192,Bhagalpur,0,16,0,0,1,0,99,24,0,,106,0,0,0,63,0,0,0,33,137,11,0,6,0,0,0,190,2,0,0,0,0,0,0,0,31,26,4,0,0,0,0
1727,2019,Bihar,10,Bhojpur,193,Bhojpur,0,35,0,0,0,0,51,5,0,,40,0,0,0,13,0,0,0,8,113,11,0,2,0,0,0,207,0,0,0,0,0,0,0,0,15,5,26,0,0,0,0
1728,2019,Bihar,10,Buxar,194,Buxar,0,14,0,0,0,0,42,11,0,,20,0,0,0,6,0,0,0,13,101,0,0,0,0,0,3,66,0,0,0,0,0,0,0,0,6,18,0,0,0,0,0
1729,2019,Bihar,10,Darbhanga,195,Darbhanga,0,35,0,0,0,0,39,22,0,,82,0,0,0,16,0,0,0,33,153,10,0,22,0,0,0,124,0,0,0,0,0,0,0,0,19,19,0,0,0,0,0
1730,2019,Bihar,10,Gaya,196,Gaya,0,42,0,0,0,0,106,0,0,,112,0,0,0,0,0,0,0,49,249,0,0,5,0,0,0,127,0,0,0,0,0,0,0,0,27,62,0,0,0,0,0
1731,2019,Bihar,10,Gopalganj,197,Gopalganj,0,29,0,0,0,0,55,33,0,,33,0,0,0,0,0,0,0,2,83,0,0,1,0,0,0,62,0,1,0,0,0,0,0,0,6,0,0,11,0,0,0
1732,2019,Bihar,10,Munger,207,Jamalpur Railway,0,1,0,0,0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1733,2019,Bihar,10,Jamui,198,Jamui,0,16,0,0,0,0,26,15,0,,25,0,0,0,6,0,0,0,9,70,0,0,4,0,0,0,50,0,0,0,0,0,0,0,0,16,5,0,0,0,0,0
1734,2019,Bihar,10,Jehanabad,199,Jehanabad,0,22,0,0,0,0,19,2,0,,59,0,0,0,38,0,0,0,9,2,2,0,15,1,0,0,30,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0
1735,2019,Bihar,10,Katihar,201,Katihar,0,14,0,0,1,0,71,4,0,,56,0,0,0,11,0,0,0,60,163,0,0,15,0,0,0,161,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
1736,2019,Bihar,10,Katihar,201,Katihar Railway,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1737,2019,Bihar,10,Khagaria,202,Khagaria,0,15,0,0,0,0,31,0,0,,108,0,0,0,0,0,0,0,13,62,6,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,17,9,0,0,0,0
1738,2019,Bihar,10,Kishanganj,203,Kishanganj,0,5,4,0,0,0,20,6,0,,8,0,0,0,0,0,0,0,18,24,0,0,0,1,0,0,63,3,2,0,0,0,0,0,0,9,6,0,0,0,0,0
1739,2019,Bihar,10,Lakhisarai,204,Lakhisarai,0,5,3,0,0,0,23,12,0,,25,0,0,0,7,0,0,0,6,65,9,0,0,0,0,0,30,0,0,0,0,0,0,0,0,8,24,0,0,0,0,0
1740,2019,Bihar,10,Madhepura,205,Madhepura,0,7,0,0,0,0,28,29,0,,49,0,0,0,0,0,0,0,11,98,6,0,0,0,0,0,52,0,0,0,0,0,0,0,0,13,8,3,0,0,0,0
1741,2019,Bihar,10,Madhubani,206,Madhubani,0,26,0,0,0,0,75,0,0,,155,0,0,0,0,0,0,0,19,47,0,0,4,0,0,0,164,0,0,0,0,0,0,0,0,20,4,39,0,0,0,0
1742,2019,Bihar,10,Purbi Champaran,213,Motihari,0,74,0,0,2,0,112,59,0,,98,0,0,0,55,0,0,0,29,204,0,0,17,0,0,0,208,0,0,0,0,0,0,0,0,2,2,0,24,0,0,0
1743,2019,Bihar,10,Munger,207,Munger,0,15,0,0,1,0,91,11,0,,52,0,0,0,20,0,0,0,10,105,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,7,42,0,0,0,0,0
1744,2019,Bihar,10,Muzaffarpur,208,Muzaffarpur,0,79,0,0,0,0,192,64,0,,191,0,0,0,0,1,0,0,34,299,2,0,7,0,0,0,34,0,0,0,0,0,0,0,0,41,34,18,0,0,0,0
1745,2019,Bihar,10,Muzaffarpur,208,Muzaffarpur Railway,0,1,1,0,0,0,0,4,0,,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
1746,2019,Bihar,10,Nalanda,209,Nalanda,0,64,0,0,0,0,84,65,0,,81,0,0,0,51,0,0,0,37,168,3,0,15,0,0,0,148,0,0,5,0,0,0,0,0,23,0,0,40,0,0,0
1747,2019,Bihar,10,Bhagalpur,192,Naugachia,0,6,0,0,0,0,8,0,0,,0,0,0,0,5,0,0,0,0,77,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0
1748,2019,Bihar,10,Nawada,210,Nawadah,3,26,0,0,0,0,41,45,0,,34,0,0,0,25,0,0,0,29,95,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,4,7,0,32,0,0,0
1749,2019,Bihar,10,Patna,212,Patna,0,86,0,0,0,0,295,40,0,,245,0,0,0,475,0,0,0,69,331,23,0,91,0,7,0,197,18,0,0,0,0,0,0,0,45,57,20,0,0,0,0
1750,2019,Bihar,10,Patna,212,Patna Railway,0,3,0,0,0,0,0,1,1,,3,0,1,0,9,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1751,2019,Bihar,10,Rohtas,215,Rohtas,0,36,0,0,0,0,68,19,0,,65,0,0,0,22,0,0,0,5,149,2,0,0,0,0,0,94,2,0,0,0,0,0,0,0,36,22,0,0,0,0,0
1752,2019,Bihar,10,Saharsa,216,Saharsa,0,17,0,0,0,0,31,0,0,,104,0,0,0,0,0,0,0,14,9,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,9,2,14,0,0,0,0
1753,2019,Bihar,10,Samastipur,217,Samastipur,0,34,0,0,0,0,58,30,0,,66,0,0,0,28,0,0,0,14,169,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,20,2,0,0,0,0,0
1754,2019,Bihar,10,Saran,218,Saran,0,54,0,0,1,0,121,89,0,,118,0,0,0,0,0,0,0,26,230,0,0,0,0,0,0,204,2,0,0,0,0,0,0,0,13,12,0,0,0,0,0
1755,2019,Bihar,10,Sheikhpura,219,Sheikhpura,0,9,0,0,0,0,14,11,0,,9,0,0,0,6,0,0,0,8,4,0,0,26,0,0,0,30,0,0,0,0,0,0,0,0,2,27,0,0,0,0,0
1756,2019,Bihar,10,Sheohar,220,Sheohar,0,7,0,0,0,0,7,0,0,,11,0,0,0,0,0,0,0,2,34,0,1,10,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1757,2019,Bihar,10,Sitamarhi,221,Sitamarhi,0,37,0,0,0,0,154,49,0,,90,0,0,0,3,0,0,0,9,204,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0
1758,2019,Bihar,10,Siwan,222,Siwan,0,42,0,0,0,0,41,18,0,,57,0,0,0,1,0,0,0,8,138,0,0,0,0,0,0,83,0,0,0,0,0,0,2,0,18,8,0,0,0,0,0
1759,2019,Bihar,10,Supaul,223,Supaul,0,10,0,0,0,0,37,0,3,,41,0,0,0,22,0,0,0,18,80,5,0,5,0,0,0,56,0,0,0,0,0,0,0,0,24,2,0,0,0,0,0
1760,2019,Bihar,10,Vaishali,224,Vaishali,0,64,0,0,0,0,53,82,0,,83,0,0,0,70,0,0,0,0,114,0,0,13,0,0,0,83,0,0,0,0,0,0,0,0,37,15,0,9,0,0,0
1761,2019,Bihar,10,Patna,212,Economic Offences Unit,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1762,2019,Bihar,10,Patna,212,Anti Terrorist Squad,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1763,2019,Chhattisgarh,22,Balod,646,Balod,0,3,3,0,0,0,14,38,0,,0,0,0,0,0,0,0,0,33,3,3,0,50,0,2,0,0,0,0,0,0,0,0,0,0,41,18,1,0,0,0,0
1764,2019,Chhattisgarh,22,Balrampur Ramanujganj,649,Balrampur,0,1,11,0,0,0,12,27,0,,0,0,0,0,0,4,0,0,51,0,0,0,35,0,2,0,0,0,0,0,0,0,0,0,0,58,10,0,0,0,0,0
1765,2019,Chhattisgarh,22,Bemetara,650,Bemetra,0,1,8,0,0,0,12,44,0,,1,0,0,0,0,0,0,0,11,20,0,0,34,0,4,0,0,0,0,0,0,0,0,0,0,34,23,0,0,0,0,0
1766,2019,Chhattisgarh,22,Bilaspur,375,Bilaspur,0,8,10,0,0,0,89,0,0,,0,0,0,0,0,2,0,0,110,321,0,0,134,0,22,0,0,0,0,0,0,0,0,0,0,26,62,0,0,0,0,0
1767,2019,Chhattisgarh,22,Bijapur,636,Bizapur,0,0,1,0,0,0,1,11,0,,0,0,0,0,0,0,0,0,7,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0
1768,2019,Chhattisgarh,22,Dakshin Bastar Dantewada,376,Dantewara,0,0,0,0,0,0,4,6,0,,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0
1769,2019,Chhattisgarh,22,Dhamtari,377,Dhamtari,0,4,9,0,0,0,13,29,0,,1,0,0,0,0,0,0,0,20,1,0,0,40,0,6,0,0,1,0,0,0,0,0,0,1,53,24,1,0,0,0,0
1770,2019,Chhattisgarh,22,Durg,378,Durg,0,4,6,1,0,0,115,184,0,,0,0,0,0,17,2,0,0,68,6,1,0,144,0,13,0,1,0,0,0,0,0,0,2,0,74,67,0,0,0,0,0
1771,2019,Chhattisgarh,22,Gariyaband,645,Gariyaband,0,1,3,0,0,0,6,15,0,,1,0,0,0,0,1,0,0,14,1,1,0,16,0,6,0,0,0,0,0,0,0,0,0,0,42,7,0,0,0,0,0
1772,2019,Chhattisgarh,22,Raipur,387,Grp Raipur,0,1,0,0,0,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,2,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
1773,2019,Chhattisgarh,22,Bastar,374,Jagdalpur,0,0,4,0,0,0,4,0,0,,0,0,0,0,40,0,0,0,38,0,0,0,24,0,7,0,0,0,0,0,0,0,0,0,0,68,5,0,0,0,0,0
1774,2019,Chhattisgarh,22,Janjgir-Champa,379,Janjgir,0,11,4,0,0,0,48,117,0,,0,0,0,0,1,0,0,0,34,5,0,0,83,0,13,0,0,0,0,0,0,0,0,0,0,57,38,1,0,0,0,0
1775,2019,Chhattisgarh,22,Jashpur,380,Jashpur,0,0,3,0,0,0,4,41,0,,0,0,0,0,0,4,0,0,55,2,0,0,28,0,7,0,0,0,0,0,0,0,0,0,0,65,10,0,0,0,0,0
1776,2019,Chhattisgarh,22,Kabeerdham,382,Kabirdham,0,2,6,0,0,0,17,52,0,,0,0,0,0,1,0,0,0,22,2,0,0,29,0,4,0,0,0,0,0,0,0,0,0,0,33,15,2,0,0,0,0
1777,2019,Chhattisgarh,22,Uttar Bastar Kanker,381,Kanker,0,1,3,0,0,0,5,0,0,,0,0,0,0,0,0,0,0,22,0,1,0,28,0,6,0,0,0,0,0,0,0,0,0,0,52,11,0,0,0,0,0
1778,2019,Chhattisgarh,22,Kondagaon,643,Kondagaon,0,0,2,0,0,0,6,0,0,,0,0,0,0,0,3,0,0,12,0,0,0,8,0,4,0,0,0,0,0,0,0,0,1,0,25,5,0,0,0,0,0
1779,2019,Chhattisgarh,22,Korba,383,Korba,0,4,4,0,0,0,35,64,0,,0,1,0,0,1,0,0,0,34,2,0,0,54,0,10,0,0,0,0,0,0,0,0,0,0,69,21,0,0,0,0,0
1780,2019,Chhattisgarh,22,Korea,384,Koriya,0,2,5,0,0,0,28,31,0,,0,0,0,0,2,0,0,0,30,0,0,0,33,0,1,3,0,0,0,0,0,0,0,0,0,61,25,4,4,0,0,0
1781,2019,Chhattisgarh,22,Mahasamund,385,Mahasamund,0,1,2,0,0,0,16,63,0,,0,0,0,0,0,0,0,0,24,0,0,0,47,0,6,0,0,0,0,0,0,0,0,0,0,40,12,0,0,0,0,0
1782,2019,Chhattisgarh,22,Mungeli,647,Mungali,0,4,7,1,0,0,18,54,0,,1,0,0,0,0,1,0,0,10,8,0,0,52,0,6,0,0,0,0,0,0,0,0,0,0,42,16,1,0,0,0,0
1783,2019,Chhattisgarh,22,Narayanpur,637,Narayanpur,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,3,0,0,2,0,0,0,10,1,1,0,0,0,0,0,0,0,0,2,0,18,1,0,0,0,0,0
1784,2019,Chhattisgarh,22,Raigarh,386,Raigarh,0,7,1,0,0,0,36,106,0,,0,0,0,0,0,0,0,0,124,6,0,0,94,0,19,0,0,0,0,0,0,0,0,1,0,60,31,0,0,0,0,0
1785,2019,Chhattisgarh,22,Raipur,387,Raipur,1,6,22,0,0,0,93,306,0,,1,0,0,0,1,3,0,0,116,9,0,0,126,0,56,0,5,0,0,11,0,0,0,6,0,162,64,28,0,1,0,0
1786,2019,Chhattisgarh,22,Rajnandgaon,388,Rajnandgaon,0,4,16,3,0,0,35,130,0,,0,1,0,0,2,0,0,0,30,27,0,0,60,0,19,0,0,0,0,0,0,0,0,0,0,61,39,0,0,0,0,0
1787,2019,Chhattisgarh,22,Surguja,389,Sarguja,0,1,4,0,0,0,42,79,0,,0,0,0,0,0,0,0,0,72,0,1,0,41,0,6,0,1,0,0,0,0,0,0,6,0,59,17,0,0,0,0,0
1788,2019,Chhattisgarh,22,Sukma,642,Sukma,0,0,0,0,0,0,3,10,0,,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1789,2019,Chhattisgarh,22,Surajpur,648,Surajpur,2,1,11,0,0,0,29,30,0,,0,0,1,0,1,2,0,0,48,4,0,0,39,0,6,0,0,0,0,0,0,0,0,1,0,77,14,0,0,0,1,0
1790,2019,Goa,30,North Goa,551,North Goa,0,1,2,0,0,1,2,21,0,,0,2,0,0,16,18,0,0,10,0,0,29,63,0,21,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1791,2019,Goa,30,South Goa,552,South Goa,0,0,1,0,0,0,6,14,0,,0,0,0,0,0,5,0,0,12,1,0,19,35,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1792,2019,Goa,30,North Goa,551,Cid,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,11,0,0,1,0,0,1,6,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1793,2019,Gujarat,24,Ahmadabad,438,Ahmedabad City,1,1,47,1,1,1,819,62,0,,1,0,0,0,10,2,0,0,83,24,0,0,205,0,4,0,0,0,2,0,8,0,0,1,1,207,73,69,8,1,0,0
1794,2019,Gujarat,24,Ahmadabad,438,Ahmedabad Rural,0,0,10,0,0,0,46,0,0,,0,0,0,0,0,0,0,0,12,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,46,5,0,0,0,0,0
1795,2019,Gujarat,24,Amreli,439,Amreli,0,0,9,0,0,0,125,2,0,,3,0,0,0,0,0,0,0,13,20,0,0,42,0,1,9,0,0,0,0,0,0,0,0,2,51,1,0,0,0,0,0
1796,2019,Gujarat,24,Anand,440,Anand,3,0,11,0,0,0,44,10,0,,7,0,0,0,0,0,0,0,6,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,36,6,0,0,46,0,0
1797,2019,Gujarat,24,Arvalli,672,Arvalli,0,0,0,0,0,0,94,0,0,,6,0,0,0,0,0,0,0,6,32,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
1798,2019,Gujarat,24,Banas Kantha,441,Banaskantha,0,0,0,0,0,0,187,90,0,,2,0,0,0,0,0,0,0,50,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,32,13,0,0,0,0,0
1799,2019,Gujarat,24,Bharuch,442,Bharuch,0,1,4,0,0,0,31,1,0,,1,0,0,0,0,0,0,0,2,0,0,0,30,0,0,0,0,0,0,0,0,1,0,0,3,58,2,35,0,0,0,0
1800,2019,Gujarat,24,Bhavnagar,443,Bhavnagar,0,0,19,0,0,0,150,0,0,,0,0,0,0,0,0,0,0,18,12,0,0,47,0,2,0,0,0,1,0,0,0,0,2,1,76,10,3,0,21,0,0
1801,2019,Gujarat,24,Botad,676,Botad,0,0,7,0,0,0,22,3,0,,0,0,0,0,1,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,26,7,3,0,0,0,0
1802,2019,Gujarat,24,Chhotaudepur,668,Chhotaudepur,0,0,6,0,0,0,5,2,0,,0,0,0,0,1,0,0,0,5,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,28,0,1,0,1,0,0
1803,2019,Gujarat,24,Gandhinagar,446,Cid Crime,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1804,2019,Gujarat,24,Dohad,445,Dahod,0,0,7,0,0,0,30,5,0,,0,0,0,0,0,0,0,0,19,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,62,5,0,0,0,0,0
1805,2019,Gujarat,24,Dang,444,Dang,0,0,2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
1806,2019,Gujarat,24,Devbhumi Dwarka,674,Devbhumi Dwarka,0,0,5,0,0,0,60,0,0,,1,1,0,0,0,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0
